NAME,clase,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,D11,D12,D13,D14,_NormalizedVDWVD1075,_PolarityD1075,_SecondaryStrD3025,_PolarityD3100,_ChargeD1100,_SecondaryStrT23,_PolarityD3025,_NormalizedVDWVC1,_NormalizedVDWVC3,_HydrophobicityT23,_SolventAccessibilityD1025,_PolarityD1100,_NormalizedVDWVD2100,_ChargeD3050,_PolarityD2001,_SolventAccessibilityD2025,_HydrophobicityD3050,_PolarityT12,_PolarityT13,_ChargeT23,_HydrophobicityD2100,_SolventAccessibilityD3001,_ChargeD1075,_SecondaryStrD1075,_PolarizabilityD2050,_SolventAccessibilityD3100,_PolarizabilityD1075,_HydrophobicityD3025,_PolarizabilityD3025,_SecondaryStrD3050,_SolventAccessibilityD2050,_HydrophobicityD2001,_SecondaryStrD2075,_PolarityD3050,_PolarityD1001,_ChargeD2075,_NormalizedVDWVD3025,_SolventAccessibilityD1100,_SecondaryStrD1100,_NormalizedVDWVD1001,_NormalizedVDWVD2050,_NormalizedVDWVC2,_PolarizabilityC2,_PolarizabilityC3,_NormalizedVDWVD3001,_PolarizabilityC1,_SecondaryStrC2,_SecondaryStrC3,_ChargeT12,_ChargeT13,_ChargeD1001,_ChargeD1025,_NormalizedVDWVD2025,_NormalizedVDWVD3050,_SecondaryStrD1025,_SolventAccessibilityD1050,_PolarizabilityD3001,_PolarityD2075,_SecondaryStrD3001,_ChargeD2025,_HydrophobicityD2050,_PolarizabilityD1100,_HydrophobicityC1,_HydrophobicityC2,_SolventAccessibilityD2100,_PolarizabilityD2001,_PolarizabilityD1025,_NormalizedVDWVT13,_PolarizabilityD3050,_SolventAccessibilityT13,_SolventAccessibilityT12,_PolarityD1050,_ChargeD3075,_SolventAccessibilityD1001,_HydrophobicityC3,_HydrophobicityD3100,_SecondaryStrD1050,_ChargeD3001,_SecondaryStrD2050,_PolarityD2025,_NormalizedVDWVD2001,_HydrophobicityD3075,_SecondaryStrD2025,_SolventAccessibilityD2001,_HydrophobicityD1025,_ChargeD1050,_SolventAccessibilityD3025,_PolarizabilityD3075,_PolarityD2100,_SecondaryStrD3100,_PolarizabilityT13,_PolarizabilityT12,_SecondaryStrD2001,_NormalizedVDWVD1050,_PolarizabilityD1050,_SolventAccessibilityT23,_ChargeC3,_ChargeC2,_ChargeC1,_NormalizedVDWVT23,_NormalizedVDWVD3100,_PolarizabilityD2025,_SolventAccessibilityD3075,_HydrophobicityD2075,_HydrophobicityD1075,_ChargeD2050,_ChargeD3100,_SecondaryStrC1,_ChargeD3025,_PolarityD3001,_PolarityD3075,_PolarityD1025,_SecondaryStrT13,_SecondaryStrT12,_HydrophobicityD1001,_SolventAccessibilityD1075,_HydrophobicityD1050,_HydrophobicityT13,_HydrophobicityT12,_SecondaryStrD1001,_NormalizedVDWVD1100,_NormalizedVDWVD3075,_NormalizedVDWVD1025,_SolventAccessibilityD2075,_SecondaryStrD2100,_PolarizabilityD3100,_SecondaryStrD3075,_NormalizedVDWVT12,_PolarizabilityT23,_SolventAccessibilityD3050,_PolarityT23,_PolarityD2050,_HydrophobicityD2025,_PolarizabilityD2075,_HydrophobicityD3001,_HydrophobicityD1100,_ChargeD2001,_SolventAccessibilityC1,_SolventAccessibilityC2,_SolventAccessibilityC3,_PolarizabilityD1001,_NormalizedVDWVD2075,_ChargeD2100,_PolarizabilityD2100,_PolarityC1,_PolarityC3,_PolarityC2
2r4r,1,5,0.99,0.99,3,0.86,0.823333333,0,0.32,0.823333333,23,18.33333333,7,1912.8,1111.2,71.274,75.61,21.951,94.851,94.851,0.147,38.482,0.309,0.257,0.269,23.306,96.477,98.916,51.491,1.355,31.165,43.902,0.114,0.079,0.109,99.458,0.813,73.713,72.629,50.407,99.187,71.274,23.848,27.913,55.556,62.06,1.084,72.358,63.415,0.813,75.068,27.913,99.458,98.916,1.084,50.136,0.393,0.45,0.257,0.813,0.282,0.377,0.236,0.13,0.016,4.878,38.482,23.306,52.846,23.577,44.715,0.813,79.946,1.084,24.119,48.238,99.458,0.244,0.339,98.916,1.355,21.68,0.177,52.846,0.272,0.22,45.799,68.564,1.084,0.407,94.58,49.322,6.233,45.528,24.39,1.355,74.255,27.371,1.355,31.165,63.415,25.745,73.442,98.916,99.458,0.168,0.258,3.252,44.986,44.986,0.111,0.065,0.84,0.084,0.174,96.477,23.848,71.545,73.442,74.526,48.238,98.645,0.377,21.951,4.878,73.442,24.661,0.177,0.266,1.355,75.068,62.06,0.158,0.174,0.813,99.458,73.442,21.138,74.526,98.103,96.477,85.095,0.255,0.198,47.154,0.03,53.93,23.577,77.507,0.813,98.916,0.813,0.509,0.244,0.236,1.084,75.881,99.458,98.916,0.442,0.108,0.157
2zd1,1,2,0.74,1,11,0.85,0.83,1,0.89,0.83,19,16,11,754.2,763.7333333,75.401,73.975,22.282,98.752,98.752,0.155,18.717,0.326,0.253,0.227,26.025,99.109,99.109,46.346,0.891,24.955,47.772,0.189,0.096,0.195,99.643,0.535,67.38,75.936,51.159,99.287,78.966,23.886,21.39,44.029,50.802,0.891,73.797,43.137,0.535,75.579,21.39,99.643,99.465,0.891,53.654,0.412,0.481,0.253,0.535,0.258,0.31,0.242,0.188,0.037,2.674,15.508,27.629,43.316,27.629,51.515,0.535,74.688,0.891,26.738,50.624,99.643,0.357,0.337,98.752,0.713,25.49,0.159,43.316,0.2,0.287,48.841,72.727,0.713,0.299,99.109,52.05,1.783,51.693,26.56,0.713,73.975,24.242,1.783,24.955,45.098,24.064,69.875,98.217,99.643,0.138,0.257,0.713,48.307,51.693,0.177,0.127,0.736,0.13,0.214,98.752,26.025,69.697,75.401,74.688,50.446,98.574,0.44,22.282,2.674,65.954,24.777,0.2,0.259,1.783,77.184,50.802,0.229,0.236,0.535,99.643,69.875,23.708,74.688,99.109,98.752,75.223,0.284,0.236,43.494,0.073,53.119,25.847,75.936,0.535,98.752,0.535,0.398,0.357,0.239,1.248,77.718,99.643,99.109,0.339,0.144,0.251
3BPF,1,2,0.95,0.693333333,3,0.65,0.563333333,1,1,0.45,25,16.66666667,9,1040.4,753,70.539,74.274,27.386,94.606,94.606,0.263,14.108,0.332,0.257,0.275,29.046,99.585,100,45.228,0.415,22.407,53.527,0.163,0.096,0.212,98.755,0.83,76.349,76.349,47.718,98.755,70.539,29.046,17.842,46.058,47.718,1.66,75.104,50.622,0.83,74.274,17.842,99.585,100,5.394,50.207,0.373,0.444,0.257,0.83,0.299,0.307,0.328,0.142,0.033,3.734,15.353,26.141,52.282,23.237,53.527,0.83,71.784,1.245,25.726,46.058,97.51,0.344,0.336,100,0.415,23.237,0.158,52.282,0.212,0.263,51.867,69.295,2.905,0.32,99.585,52.282,2.075,49.793,22.407,0.415,74.274,23.651,0.415,22.407,50.622,19.502,76.349,100,98.755,0.15,0.283,1.66,48.548,48.548,0.146,0.145,0.751,0.104,0.196,97.925,26.971,73.444,72.614,71.784,49.378,100,0.365,21.577,3.734,76.349,26.971,0.204,0.221,0.415,74.689,47.718,0.208,0.2,0.415,98.755,76.349,26.556,71.784,99.585,97.925,70.124,0.263,0.217,44.813,0.063,46.058,21.992,73.859,0.83,100,0.415,0.444,0.344,0.212,5.394,74.274,99.585,100,0.373,0.12,0.207
3cld,1,3,0.99,0.85,4,0.83,0.76,1,0.99,0.76,20,16.33333333,11,641.5,580.6,63.118,74.525,18.251,99.24,99.24,0.122,36.122,0.297,0.266,0.267,22.053,98.099,98.859,55.513,2.281,36.122,49.43,0.179,0.103,0.16,98.479,1.521,71.483,74.905,53.232,98.479,65.019,25.856,32.319,43.346,61.597,1.141,76.046,61.217,1.901,74.144,32.319,98.099,99.24,1.141,53.992,0.407,0.464,0.266,11.027,0.255,0.274,0.24,0.156,0.015,15.97,36.122,26.616,52.852,29.278,42.586,11.027,80.228,1.141,23.574,38.783,95.437,0.293,0.327,99.24,1.901,17.11,0.164,52.852,0.225,0.244,49.43,71.863,1.141,0.365,98.099,52.471,7.985,48.289,26.616,1.901,75.665,21.293,4.183,36.122,61.217,17.49,75.665,98.859,95.817,0.153,0.218,1.901,38.023,38.023,0.164,0.099,0.791,0.095,0.187,99.24,24.715,67.3,66.92,77.567,46.768,90.875,0.471,28.137,15.97,75.285,26.996,0.195,0.298,4.183,70.342,61.597,0.221,0.187,2.662,95.437,75.665,14.829,77.567,98.099,99.24,72.624,0.229,0.218,46.768,0.046,55.133,17.11,76.806,1.901,99.24,1.141,0.403,0.293,0.289,1.141,77.947,98.859,98.859,0.414,0.114,0.202
3d1x,1,2,0.97,0.95,2,0.8,0.633333333,0,0.23,0.633333333,24,18.66666667,2,226.3,156.5,72.816,74.757,28.155,86.408,86.408,0.196,15.534,0.359,0.194,0.245,25.243,98.058,97.087,31.068,2.913,21.359,50.485,0.167,0.098,0.108,95.146,2.913,55.34,66.99,56.311,95.146,72.816,24.272,21.359,48.544,41.748,2.913,74.757,43.689,4.854,77.67,21.359,98.058,96.117,2.913,58.252,0.408,0.466,0.194,7.767,0.301,0.32,0.262,0.186,0.01,8.738,9.709,22.33,45.631,21.359,52.427,7.767,78.641,2.913,27.184,49.515,95.146,0.262,0.34,97.087,2.913,27.184,0.098,45.631,0.196,0.265,53.398,35.922,4.854,0.359,98.058,41.748,22.33,56.311,19.417,3.883,74.757,27.184,3.883,21.359,41.748,27.184,57.282,97.087,97.087,0.069,0.284,4.854,44.66,48.544,0.127,0.078,0.777,0.107,0.127,98.058,22.33,73.786,73.786,61.165,53.398,65.049,0.379,26.214,8.738,57.282,24.272,0.206,0.265,3.883,75.728,41.748,0.235,0.157,3.883,95.146,57.282,27.184,61.165,98.058,98.058,77.67,0.284,0.157,44.66,0.059,44.66,27.184,78.641,4.854,97.087,2.913,0.505,0.262,0.194,5.825,76.699,98.058,97.087,0.369,0.117,0.175
3d4s,1,5,0.96,1,6,0.86,0.823333333,1,0.86,0.823333333,17,14,14,1681.1,868.2333333,68.219,74.899,18.826,99.595,98.381,0.156,37.449,0.318,0.277,0.262,22.672,98.178,98.178,50.405,2.632,31.781,45.142,0.105,0.093,0.116,99.595,0.81,78.138,74.696,48.785,99.595,68.219,23.279,30.162,52.429,57.895,0.81,76.316,63.765,0.81,74.696,30.162,98.178,99.595,0.607,49.393,0.374,0.423,0.277,0.81,0.291,0.36,0.223,0.162,0.02,1.012,37.449,25.709,52.227,29.15,45.749,0.81,74.291,0.607,24.089,46.559,97.976,0.271,0.334,98.381,2.632,20.243,0.176,52.227,0.235,0.239,45.344,62.955,2.024,0.387,98.178,54.858,0.607,44.13,30.769,2.632,74.899,24.696,0.607,31.781,61.538,25.911,79.352,96.356,97.976,0.168,0.264,0.81,43.927,43.927,0.124,0.085,0.804,0.103,0.195,99.595,25.506,76.518,72.065,74.291,46.559,96.356,0.409,14.575,1.012,81.984,24.089,0.178,0.237,0.607,72.874,57.895,0.176,0.187,1.012,97.976,79.352,19.838,74.291,96.964,99.595,71.255,0.26,0.215,44.737,0.032,52.834,24.291,74.899,2.227,98.381,0.81,0.492,0.271,0.229,0.607,73.279,99.595,98.178,0.423,0.132,0.146
3OC2,1,2,0.95,0.6,4,0.78,0.73,1,0.97,0.36,16,15.33333333,15,4114.4,2283.733333,77.837,73.936,28.191,99.823,99.823,0.176,17.376,0.417,0.23,0.247,25.355,98.227,98.404,32.447,2.305,24.291,48.582,0.117,0.073,0.151,100,0.177,67.553,72.518,47.518,98.936,77.128,24.113,22.34,53.546,45.035,0.355,75.709,38.475,0.177,76.596,22.34,100,99.823,0.355,46.099,0.353,0.411,0.23,0.177,0.358,0.254,0.296,0.179,0.03,5.319,28.014,23.582,45.745,20.922,51.418,0.177,76.596,1.596,25.709,54.255,100,0.296,0.42,99.823,2.128,27.305,0.211,45.745,0.24,0.288,49.823,61.879,0.355,0.284,98.227,43.794,2.305,53.369,22.695,2.128,73.936,24.823,2.305,24.291,42.553,23.227,69.858,98.936,100,0.19,0.309,2.482,54.078,54.433,0.117,0.098,0.787,0.115,0.146,99.823,23.759,74.823,78.014,68.44,52.305,97.518,0.45,18.44,0.532,67.376,24.645,0.263,0.218,2.305,76.418,45.035,0.181,0.224,0.177,100,69.858,27.128,68.44,98.227,99.823,76.064,0.306,0.167,52.837,0.046,46.454,25.177,74.291,0.177,99.823,0.177,0.466,0.296,0.238,0.355,72.695,100,98.936,0.31,0.142,0.19
3OK9,1,1,0.95,0.916666667,2,0.78,14.12333333,1,1,0.403333333,21,18,4,2261.5,877.9,73.737,75.758,27.273,87.879,87.879,0.204,14.141,0.374,0.192,0.255,24.242,100,98.99,30.303,1.01,20.202,50.505,0.173,0.102,0.112,96.97,1.01,55.556,67.677,54.545,96.97,73.737,23.232,14.141,48.485,41.414,1.01,75.758,43.434,3.03,78.788,14.141,100,97.98,1.01,56.566,0.434,0.495,0.192,6.061,0.313,0.343,0.273,0.194,0.01,7.071,8.081,21.212,43.434,20.202,52.525,6.061,79.798,1.01,26.263,49.495,96.97,0.273,0.354,98.99,1.01,26.263,0.102,43.434,0.194,0.286,53.535,35.354,3.03,0.374,100,41.414,21.212,56.566,18.182,2.02,75.758,26.263,2.02,20.202,41.414,12.121,57.576,98.99,98.99,0.071,0.296,3.03,44.444,48.485,0.122,0.081,0.808,0.111,0.153,100,21.212,74.747,74.747,61.616,53.535,65.657,0.384,25.253,7.071,57.576,23.232,0.214,0.276,2.02,75.758,41.414,0.245,0.163,2.02,96.97,57.576,26.263,61.616,100,100,78.788,0.296,0.184,39.394,0.061,44.444,26.263,77.778,3.03,98.99,1.01,0.535,0.273,0.192,4.04,77.778,100,98.99,0.384,0.121,0.182
4APC,1,1,0.58,0.726666667,6,0.84,0.79,1,0.94,0.356666667,24,17.33333333,9,3231.2,2111.8,79.429,70.571,27.143,100,100,0.158,18.571,0.311,0.291,0.223,30.571,98.857,97.429,35.429,4.571,22.571,48.286,0.138,0.1,0.14,99.143,0.286,80.571,74.857,50.286,98.857,76.286,28.571,20.286,55.143,43.429,0.571,71.143,42.571,0.286,74,20.286,99.143,100,2.286,44.571,0.377,0.44,0.291,0.286,0.269,0.274,0.274,0.195,0.043,7.143,20.571,24.286,44.857,21.429,50,0.286,76.857,2.286,26,54.571,99.429,0.334,0.349,100,3.143,26,0.186,44.857,0.189,0.258,49.714,56.571,2.857,0.317,97.429,45.714,3.429,49.714,24,3.143,70,28.571,3.429,22.571,52.286,18.286,75.143,97.143,99.429,0.158,0.238,3.143,55.143,50.857,0.158,0.106,0.751,0.143,0.192,100,26.571,75.714,78,75.143,51.143,99.429,0.451,19.429,0.571,76,28.286,0.232,0.249,3.429,73.143,43.429,0.198,0.218,0.286,99.429,75.143,29.429,75.143,98.857,100,76.286,0.235,0.226,54.571,0.066,51.429,23.429,73.143,0.286,100,0.286,0.414,0.334,0.251,2.286,68,99.143,97.429,0.36,0.177,0.194
5YC8,1,0,0,0,3,0.84,0.8,1,0.64,0.293333333,18,15.66666667,10,884.2,653.1333333,69.834,77.197,16.865,98.575,98.575,0.14,33.254,0.354,0.247,0.288,23.753,99.762,100,54.869,0.475,32.542,41.093,0.126,0.081,0.119,98.337,0.475,75.297,73.872,48.931,98.337,69.359,21.615,29.691,45.368,58.432,0.238,80.285,61.995,0.713,76.247,29.691,99.762,100,0.238,47.981,0.375,0.444,0.247,0.713,0.309,0.373,0.233,0.148,0.019,4.988,33.254,20.903,50.594,33.254,45.368,0.713,77.435,0.238,22.803,48.694,98.337,0.247,0.359,100,0.475,22.328,0.169,50.594,0.25,0.224,42.28,65.558,0.238,0.394,99.762,57.72,0.95,43.23,31.829,2.85,76.247,22.803,0.95,32.542,61.995,20.19,76.96,100,97.862,0.152,0.279,1.663,50.356,48.694,0.131,0.081,0.829,0.09,0.176,99.762,22.803,77.435,75.772,72.922,46.556,99.05,0.394,24.941,4.988,76.722,21.615,0.171,0.288,0.95,73.634,58.432,0.174,0.181,0.713,98.337,76.96,23.515,72.922,99.762,99.762,67.221,0.262,0.21,45.606,0.026,61.758,22.565,77.435,0.713,100,0.238,0.504,0.247,0.249,0.238,74.109,100,100,0.437,0.102,0.152
6O69,1,4,0.99,0.863333333,7,0.82,0.78,2,0.75,0.576666667,24,18,11,1341.4,970.0333333,72.14,73.985,22.14,99.077,99.077,0.19,27.86,0.424,0.229,0.264,26.937,99.446,99.446,56.273,0.554,26.015,51.476,0.131,0.074,0.165,100,1.845,86.531,77.86,50.185,100,71.771,25.277,24.354,44.096,54.428,0.185,73.801,54.428,1.292,74.539,24.354,99.815,99.815,0.185,51.845,0.336,0.434,0.229,0.369,0.338,0.275,0.315,0.142,0.017,0.369,24.908,26.568,54.244,30.258,49.631,0.369,76.015,0.185,25.092,46.494,100,0.255,0.435,99.077,0.554,25.83,0.185,54.244,0.238,0.248,51.476,71.771,0.185,0.31,99.446,52.768,0.554,50,19.373,0.554,73.247,21.402,0.369,26.015,54.428,19.926,80.812,98.893,99.631,0.146,0.287,1.661,47.048,47.048,0.137,0.1,0.812,0.089,0.176,99.077,23.801,73.432,74.17,78.044,48.339,95.572,0.41,23.985,0.369,79.705,23.801,0.237,0.207,0.369,73.247,54.428,0.15,0.235,0.369,100,80.812,23.432,78.044,100,99.077,68.45,0.275,0.216,44.28,0.05,48.708,23.247,73.985,1.292,99.077,0.185,0.491,0.255,0.255,0.185,73.247,100,99.446,0.345,0.109,0.208
1ayu,0,3,0.81,0.676666667,3,0.79,0.66,1,1,0.66,23,16.33333333,5,1005.1,539.5,68.493,75.799,24.658,98.63,98.63,0.252,19.635,0.365,0.247,0.275,25.114,99.087,96.347,39.726,1.826,24.658,56.164,0.115,0.055,0.138,98.174,1.826,68.037,74.886,46.575,99.087,70.32,25.114,31.507,46.575,47.945,1.37,69.863,51.598,3.196,75.799,31.507,97.717,99.087,1.37,52.511,0.333,0.406,0.247,4.11,0.329,0.265,0.347,0.183,0.009,4.566,19.178,25.114,51.598,22.831,53.881,4.11,73.516,1.826,25.114,48.402,97.26,0.333,0.393,98.63,1.826,23.288,0.193,51.598,0.206,0.275,51.142,54.795,1.37,0.256,99.087,50.228,2.283,49.772,24.658,3.196,77.169,26.484,2.283,24.658,50.228,23.744,79.909,98.174,98.174,0.174,0.326,3.196,47.032,47.489,0.119,0.087,0.776,0.119,0.151,99.087,24.658,69.406,69.863,73.059,50.685,85.845,0.37,26.027,4.566,79.909,25.571,0.261,0.17,2.283,76.712,47.945,0.142,0.252,1.37,98.174,79.909,23.288,73.059,97.717,99.087,73.516,0.284,0.188,45.662,0.069,46.119,23.744,73.973,3.196,98.63,1.37,0.429,0.333,0.219,1.37,75.799,99.087,98.174,0.315,0.128,0.21
1ayv,0,1,0.56,0.56,3,0.88,0.663333333,1,1,0.663333333,18,17.33333333,7,940,580.6,68.493,75.799,24.658,98.63,98.63,0.252,19.635,0.365,0.247,0.275,25.114,99.087,96.347,39.726,1.826,24.658,56.164,0.115,0.055,0.138,98.174,1.826,68.037,74.886,46.575,99.087,70.32,25.114,31.507,46.575,47.945,1.37,69.863,51.598,3.196,75.799,31.507,97.717,99.087,1.37,52.511,0.333,0.406,0.247,4.11,0.329,0.265,0.347,0.183,0.009,4.566,19.178,25.114,51.598,22.831,53.881,4.11,73.516,1.826,25.114,48.402,97.26,0.333,0.393,98.63,1.826,23.288,0.193,51.598,0.206,0.275,51.142,54.795,1.37,0.256,99.087,50.228,2.283,49.772,24.658,3.196,77.169,26.484,2.283,24.658,50.228,23.744,79.909,98.174,98.174,0.174,0.326,3.196,47.032,47.489,0.119,0.087,0.776,0.119,0.151,99.087,24.658,69.406,69.863,73.059,50.685,85.845,0.37,26.027,4.566,79.909,25.571,0.261,0.17,2.283,76.712,47.945,0.142,0.252,1.37,98.174,79.909,23.288,73.059,97.717,99.087,73.516,0.284,0.188,45.662,0.069,46.119,23.744,73.973,3.196,98.63,1.37,0.429,0.333,0.219,1.37,75.799,99.087,98.174,0.315,0.128,0.21
1ayw,0,1,0.58,0.58,2,0.88,0.646666667,1,1,0.646666667,25,20.33333333,8,931.3,514.9,68.493,75.799,24.658,98.63,98.63,0.252,19.635,0.365,0.247,0.275,25.114,99.087,96.347,39.726,1.826,24.658,56.164,0.115,0.055,0.138,98.174,1.826,68.037,74.886,46.575,99.087,70.32,25.114,31.507,46.575,47.945,1.37,69.863,51.598,3.196,75.799,31.507,97.717,99.087,1.37,52.511,0.333,0.406,0.247,4.11,0.329,0.265,0.347,0.183,0.009,4.566,19.178,25.114,51.598,22.831,53.881,4.11,73.516,1.826,25.114,48.402,97.26,0.333,0.393,98.63,1.826,23.288,0.193,51.598,0.206,0.275,51.142,54.795,1.37,0.256,99.087,50.228,2.283,49.772,24.658,3.196,77.169,26.484,2.283,24.658,50.228,23.744,79.909,98.174,98.174,0.174,0.326,3.196,47.032,47.489,0.119,0.087,0.776,0.119,0.151,99.087,24.658,69.406,69.863,73.059,50.685,85.845,0.37,26.027,4.566,79.909,25.571,0.261,0.17,2.283,76.712,47.945,0.142,0.252,1.37,98.174,79.909,23.288,73.059,97.717,99.087,73.516,0.284,0.188,45.662,0.069,46.119,23.744,73.973,3.196,98.63,1.37,0.429,0.333,0.219,1.37,75.799,99.087,98.174,0.315,0.128,0.21
1bgo,0,2,0.63,0.506666667,3,0.85,0.643333333,1,1,0.643333333,22,18,7,722.9,468.8,68.493,75.799,24.658,98.63,98.63,0.252,19.635,0.365,0.247,0.275,25.114,99.087,96.347,39.726,1.826,24.658,56.164,0.115,0.055,0.138,98.174,1.826,68.037,74.886,46.575,99.087,70.32,25.114,31.507,46.575,47.945,1.37,69.863,51.598,3.196,75.799,31.507,97.717,99.087,1.37,52.511,0.333,0.406,0.247,4.11,0.329,0.265,0.347,0.183,0.009,4.566,19.178,25.114,51.598,22.831,53.881,4.11,73.516,1.826,25.114,48.402,97.26,0.333,0.393,98.63,1.826,23.288,0.193,51.598,0.206,0.275,51.142,54.795,1.37,0.256,99.087,50.228,2.283,49.772,24.658,3.196,77.169,26.484,2.283,24.658,50.228,23.744,79.909,98.174,98.174,0.174,0.326,3.196,47.032,47.489,0.119,0.087,0.776,0.119,0.151,99.087,24.658,69.406,69.863,73.059,50.685,85.845,0.37,26.027,4.566,79.909,25.571,0.261,0.17,2.283,76.712,47.945,0.142,0.252,1.37,98.174,79.909,23.288,73.059,97.717,99.087,73.516,0.284,0.188,45.662,0.069,46.119,23.744,73.973,3.196,98.63,1.37,0.429,0.333,0.219,1.37,75.799,99.087,98.174,0.315,0.128,0.21
1MEM,0,2,0.89,0.71,3,0.74,0.643,1,1,1,22,19.6,20,711.7,508.6,70.513,66.667,25.641,98.077,98.077,0.168,9.615,0.423,0.199,0.232,26.923,94.872,98.718,58.974,8.974,23.077,48.718,0.142,0.058,0.2,97.436,1.923,67.949,73.077,53.205,96.795,70.513,24.359,11.538,49.359,60.256,8.974,76.282,46.795,1.923,72.436,11.538,97.436,98.718,5.128,55.769,0.346,0.41,0.199,1.923,0.365,0.244,0.327,0.123,0.019,3.205,6.41,28.205,50,23.077,49.359,1.923,77.564,5.128,27.564,43.59,97.436,0.263,0.385,98.718,4.487,26.282,0.155,50,0.232,0.297,48.718,83.974,4.487,0.327,94.872,44.872,5.128,56.41,28.205,4.487,71.154,24.359,3.205,23.077,23.077,17.949,75.641,98.718,97.436,0.135,0.316,4.487,42.949,43.59,0.11,0.115,0.782,0.077,0.161,98.077,27.564,64.103,70.513,77.564,50,92.949,0.404,21.795,3.205,67.949,24.359,0.284,0.206,3.205,74.359,60.256,0.187,0.219,1.923,97.436,75.641,23.718,77.564,94.872,98.077,70.513,0.303,0.181,41.667,0.039,62.821,26.923,73.718,1.923,98.718,1.923,0.481,0.263,0.231,5.128,75,98.718,98.718,0.34,0.103,0.167
1nlj,0,3,0.84,0.733333333,3,0.78,0.7,1,1,0.7,22,18.33333333,5,895,594.2666667,68.493,75.799,24.658,98.63,98.63,0.252,19.635,0.365,0.247,0.275,25.114,99.087,96.347,39.726,1.826,24.658,56.164,0.115,0.055,0.138,98.174,1.826,68.037,74.886,46.575,99.087,70.32,25.114,31.507,46.575,47.945,1.37,69.863,51.598,3.196,75.799,31.507,97.717,99.087,1.37,52.511,0.333,0.406,0.247,4.11,0.329,0.265,0.347,0.183,0.009,4.566,19.178,25.114,51.598,22.831,53.881,4.11,73.516,1.826,25.114,48.402,97.26,0.333,0.393,98.63,1.826,23.288,0.193,51.598,0.206,0.275,51.142,54.795,1.37,0.256,99.087,50.228,2.283,49.772,24.658,3.196,77.169,26.484,2.283,24.658,50.228,23.744,79.909,98.174,98.174,0.174,0.326,3.196,47.032,47.489,0.119,0.087,0.776,0.119,0.151,99.087,24.658,69.406,69.863,73.059,50.685,85.845,0.37,26.027,4.566,79.909,25.571,0.261,0.17,2.283,76.712,47.945,0.142,0.252,1.37,98.174,79.909,23.288,73.059,97.717,99.087,73.516,0.284,0.188,45.662,0.069,46.119,23.744,73.973,3.196,98.63,1.37,0.429,0.333,0.219,1.37,75.799,99.087,98.174,0.315,0.128,0.21
1q6k,0,0,0.13,0.13,1,0.7,0.556666667,1,1,0.556666667,19,18,8,817.2,577.7333333,68.493,75.799,24.658,98.63,98.63,0.252,19.635,0.365,0.247,0.275,25.114,99.087,96.347,39.726,1.826,24.658,56.164,0.115,0.055,0.138,98.174,1.826,68.037,74.886,46.575,99.087,70.32,25.114,31.507,46.575,47.945,1.37,69.863,51.598,3.196,75.799,31.507,97.717,99.087,1.37,52.511,0.333,0.406,0.247,4.11,0.329,0.265,0.347,0.183,0.009,4.566,19.178,25.114,51.598,22.831,53.881,4.11,73.516,1.826,25.114,48.402,97.26,0.333,0.393,98.63,1.826,23.288,0.193,51.598,0.206,0.275,51.142,54.795,1.37,0.256,99.087,50.228,2.283,49.772,24.658,3.196,77.169,26.484,2.283,24.658,50.228,23.744,79.909,98.174,98.174,0.174,0.326,3.196,47.032,47.489,0.119,0.087,0.776,0.119,0.151,99.087,24.658,69.406,69.863,73.059,50.685,85.845,0.37,26.027,4.566,79.909,25.571,0.261,0.17,2.283,76.712,47.945,0.142,0.252,1.37,98.174,79.909,23.288,73.059,97.717,99.087,73.516,0.284,0.188,45.662,0.069,46.119,23.744,73.973,3.196,98.63,1.37,0.429,0.333,0.219,1.37,75.799,99.087,98.174,0.315,0.128,0.21
1snk,0,2,0.63,0.62,2,0.83,0.613333333,1,1,0.613333333,21,19,9,858.1,592.7333333,68.349,75.688,24.312,98.624,98.624,0.253,19.266,0.362,0.248,0.276,25.229,99.083,96.33,39.45,1.376,24.312,55.963,0.115,0.055,0.138,98.165,1.376,67.89,75.229,46.33,99.083,70.183,24.771,31.193,46.33,47.706,1.376,69.725,51.376,2.752,75.688,31.193,97.706,99.083,1.376,52.294,0.335,0.408,0.248,3.67,0.326,0.266,0.349,0.184,0.009,4.128,18.807,24.771,51.376,23.853,53.67,3.67,73.394,1.376,25.229,48.165,97.248,0.335,0.39,98.624,1.376,22.936,0.194,51.376,0.203,0.276,50.917,54.587,2.752,0.257,99.083,51.376,1.835,49.541,24.312,2.752,77.064,26.147,1.835,24.312,50,23.394,79.817,98.165,98.165,0.175,0.323,2.752,46.789,47.248,0.12,0.087,0.775,0.119,0.152,99.083,24.312,69.266,69.725,72.936,50.459,85.78,0.367,25.688,4.128,79.817,25.229,0.258,0.171,1.835,76.606,47.706,0.143,0.253,4.128,98.165,79.817,22.936,72.936,97.706,99.083,73.394,0.286,0.189,45.413,0.069,45.872,27.064,73.853,2.752,98.624,1.376,0.427,0.335,0.22,1.835,75.688,99.083,98.165,0.317,0.128,0.211
